Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,6.6,0.0900000036,1.0816895926,0.09,-1.674,3.4146,3.676,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.3E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.954,10.984,13.485,9.538
0.0152,0.01508,6.6,0.0904459879,1.085948206,0.09,-1.672,3.4147,3.677,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.3E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.95,10.979,13.481,9.534
0.0152,0.01508,6.6,0.1045449004,1.2079875719,0.105,-1.617,3.4202,3.707,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.33E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.812,10.802,13.266,9.364
0.0152,0.01508,6.6,0.11270006,1.2692087594,0.113,-1.583,3.4236,3.719,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.37E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.727,10.668,13.083,9.241
0.0152,0.01508,6.6,0.1202935278,1.3212468935,0.12,-1.566,3.4252,3.737,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.35E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.685,10.602,12.995,9.18
0.0152,0.01508,6.6,0.1281977892,1.3710635433,0.128,-1.527,3.4295,3.742,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.42E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.587,10.443,12.771,9.035
0.0152,0.01508,6.6,0.1360833645,1.4169346077,0.136,-1.498,3.4325,3.752,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.45E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.515,10.333,12.622,8.933
0.0152,0.01508,6.6,0.1422811896,1.4506281942,0.142,-1.479,3.4347,3.761,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.47E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.467,10.257,12.519,8.863
0.0152,0.01508,6.6,0.1504332125,1.4921479435,0.15,-1.443,3.4389,3.766,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.54E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.379,10.118,12.328,8.735
0.0152,0.01508,6.6,0.1584092826,1.5300335208,0.158,-1.418,3.4417,3.774,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.58E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.314,10.018,12.194,8.644
0.0152,0.01508,6.6,0.1647919267,1.5586073805,0.165,-1.394,3.4448,3.78,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.63E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.254,9.923,12.062,8.556
0.0152,0.01508,6.6,0.1780442744,1.6135870945,0.178,-1.342,3.4508,3.786,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.75E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.126,9.724,11.789,8.374
0.0152,0.01508,6.6,0.1890673488,1.6554143235,0.189,-1.31,3.4544,3.794,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.82E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,8.044,9.601,11.624,8.261
0.0152,0.01508,6.6,0.2074760646,1.7186425688,0.207,-1.263,3.4598,3.81,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.89E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.928,9.423,11.381,8.099
0.0152,0.01508,6.6,0.2236557752,1.7684714749,0.224,-1.216,3.4655,3.817,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.02E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.809,9.25,11.15,7.94
0.0152,0.01508,6.6,0.2401343435,1.8146216798,0.24,-1.177,3.4699,3.828,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.1E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.713,9.11,10.966,7.811
0.0152,0.01508,6.6,0.2591680288,1.8630571592,0.259,-1.135,3.4752,3.839,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.2E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.608,8.957,10.763,7.671
0.0152,0.01508,6.6,0.283346355,1.9183056706,0.283,-1.079,3.4824,3.851,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.36E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.467,8.752,10.489,7.485
0.0152,0.01508,6.6,0.309514761,1.9715850508,0.309,-1.027,3.4893,3.864,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.51E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.336,8.56,10.23,7.313
0.0152,0.01508,6.6,0.3461122513,2.0369991655,0.346,-0.956,3.4986,3.88,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.74E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.16,8.315,9.911,7.09
0.0152,0.01508,6.6,0.3500000238,2.0434175133,0.35,-0.949,3.4995,3.881,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.77E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.143,8.291,9.88,7.069
0.0152,0.01508,6.6,0.381126672,2.0916715045,0.381,-0.896,3.5069,3.895,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.95E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,7.01,8.105,9.638,6.9
0.0152,0.01508,6.6,0.4000000358,2.118502481,0.4,-0.864,3.5114,3.902,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.07E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.931,7.995,9.494,6.801
0.0152,0.01508,6.6,0.4374741316,2.1671993202,0.437,-0.804,3.5205,3.917,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.32E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.78,7.779,9.208,6.609
0.0152,0.01508,6.6,0.4500000477,2.1822809714,0.45,-0.785,3.5234,3.922,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.4E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.732,7.71,9.117,6.548
0.0152,0.01508,6.6,0.483540684,2.2201144524,0.483,-0.736,3.5313,3.935,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.62E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.609,7.532,8.879,6.392
0.0152,0.01508,6.6,0.5,2.2374541529,0.5,-0.712,3.535,3.941,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.73E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.55,7.447,8.767,6.318
0.0152,0.01508,6.6,0.5088800192,2.2464248104,0.509,-0.699,3.5373,3.945,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.79E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.518,7.4,8.702,6.277
0.0152,0.01508,6.6,0.530580759,2.2669012336,0.53,-0.669,3.5424,3.953,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.94E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.443,7.289,8.554,6.181
0.0152,0.01508,6.6,0.5500000119,2.2836582633,0.55,-0.645,3.5462,3.96,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.06E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.383,7.203,8.44,6.106
0.0152,0.01508,6.6,0.5561981797,2.2887242438,0.556,-0.637,3.5478,3.963,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.1E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.362,7.171,8.396,6.079
0.0152,0.01508,6.6,0.5822691917,2.3086818028,0.582,-0.6,3.5543,3.972,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.31E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.271,7.036,8.215,5.964
0.0152,0.01508,6.6,0.6000000238,2.3211213258,0.6,-0.579,3.558,3.979,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.43E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.217,6.957,8.109,5.897
0.0152,0.01508,6.6,0.6224079728,2.3356822262,0.622,-0.549,3.5635,3.987,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.61E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.143,6.845,7.958,5.803
0.0152,0.01508,6.6,0.6499999762,2.3520353107,0.65,-0.516,3.5696,3.997,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.82E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,6.06,6.72,7.789,5.697
0.0152,0.01508,6.6,0.6729136705,2.3644500106,0.673,-0.486,3.5751,4.004,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.03E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,5.985,6.607,7.639,5.604
0.0152,0.01508,6.6,0.7000000477,2.3779267258,0.7,-0.453,3.5811,4.013,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-5.27E-14,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,5.903,6.484,7.475,5.501
0.0152,0.01508,6.6,0.75,2.3998889087,0.75,-0.323,3.6222,4.077,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-6.4E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.577,5.893,6.654,5.044
0.0152,0.01508,6.6,0.7780441046,2.4107960973,0.778,-0.297,3.6255,4.08,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-6.64E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.513,5.81,6.555,4.971
0.0152,0.01508,6.6,0.8000000119,2.4187244405,0.8,-0.277,3.628,4.082,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-6.84E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.463,5.746,6.479,4.914
0.0152,0.01508,6.6,0.8380957246,2.4313541012,0.838,-0.246,3.6322,4.088,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.15E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.384,5.644,6.357,4.824
0.0152,0.01508,6.6,0.8500000238,2.435034684,0.85,-0.235,3.6335,4.088,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.27E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.357,5.61,6.318,4.794
0.0152,0.01508,6.6,0.8838466406,2.4448793003,0.883,-0.205,3.6372,4.09,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.61E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.283,5.516,6.207,4.711
0.0152,0.01508,6.6,0.9000000358,2.4492786175,0.899,-0.191,3.639,4.091,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.79E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.247,5.47,6.154,4.671
0.0152,0.01508,6.6,0.9324015379,2.4575768988,0.932,-0.166,3.6424,4.095,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.08E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.184,5.39,6.059,4.6
0.0152,0.01508,6.6,0.9500000477,2.4618122009,0.95,-0.152,3.6442,4.096,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.25E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.149,5.346,6.007,4.561
0.0152,0.01508,6.6,0.9671913385,2.4657788227,0.967,-0.138,3.646,4.098,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.42E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.116,5.303,5.957,4.524
0.0152,0.01508,6.6,1.0,2.4729154477,1.0,-0.11,3.6495,4.098,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.83E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.045,5.215,5.854,4.446
0.0152,0.01508,6.6,1.0179364681,2.4765941261,1.018,-0.097,3.6514,4.1,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.76E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,5.012,5.173,5.804,4.409
0.0152,0.01508,6.6,1.0499999523,2.482811486,1.05,-0.07,3.6548,4.1,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.75E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.945,5.09,5.708,4.335
0.0152,0.01508,6.6,1.0999703407,2.4916751574,1.099,-0.029,3.6601,4.1,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.67E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.842,4.962,5.56,4.223
0.0152,0.01508,6.6,1.1000000238,2.491680148,1.099,-0.029,3.6601,4.1,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.67E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.842,4.962,5.56,4.223
0.0152,0.01508,6.6,1.1499999762,2.4996678137,1.149,0.01,3.6653,4.102,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.5E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.745,4.843,5.423,4.118
0.0152,0.01508,6.6,1.1937727928,2.506032679,1.193,0.043,3.6698,4.103,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.26E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.663,4.743,5.307,4.03
0.0152,0.01508,6.6,1.2000000477,2.5068948796,1.2,0.048,3.6704,4.103,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.22E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.651,4.729,5.291,4.017
0.0152,0.01508,6.6,1.2180309296,2.5093342849,1.218,0.06,3.6722,4.104,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-8.08E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.619,4.691,5.247,3.983
0.0152,0.01508,6.6,1.25,2.5134610955,1.25,0.087,3.6756,4.102,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.96E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.552,4.611,5.156,3.913
0.0152,0.01508,6.6,1.2999999523,2.5194498592,1.3,0.126,3.6807,4.1,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.6E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.454,4.494,5.023,3.81
0.0152,0.01508,6.6,1.3500001431,2.5249313723,1.35,0.167,3.6859,4.097,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-7.2E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.352,4.376,4.889,3.704
0.0152,0.01508,6.6,1.4000000954,2.5299650415,1.4,0.208,3.691,4.092,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-6.69E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.249,4.257,4.755,3.598
0.0152,0.01508,6.6,1.4500000477,2.5346015836,1.45,0.249,3.6961,4.087,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-6.04E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.147,4.141,4.624,3.494
0.0152,0.01508,6.6,1.5,2.5388844597,1.5,0.285,3.7009,4.085,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-5.18E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.057,4.037,4.507,3.403
0.0152,0.01508,6.6,1.5177404881,2.5403262925,1.518,0.299,3.7027,4.083,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-4.8E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,4.023,3.999,4.464,3.369
0.0152,0.01508,6.6,1.5499999523,2.5428511323,1.55,0.326,3.706,4.078,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-4.22E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.954,3.922,4.379,3.299
0.0152,0.01508,6.6,1.5872060061,2.5456170589,1.587,0.355,3.7096,4.075,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-3.3E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.884,3.842,4.29,3.228
0.0152,0.01508,6.6,1.6000000238,2.5465340628,1.6,0.367,3.7111,4.071,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-3.06E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.852,3.807,4.251,3.196
0.0152,0.01508,6.6,1.6500000954,2.5499614852,1.649,0.413,3.7165,4.06,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.69E-14,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.737,3.681,4.112,3.082
0.0152,0.01508,6.6,1.7000000477,2.5531580802,1.699,0.462,3.7221,4.046,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.615,3.548,3.966,2.961
0.0152,0.01508,6.6,1.75,2.5561455243,1.749,0.51,3.7274,4.033,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.495,3.418,3.823,2.843
0.0152,0.01508,6.6,1.79563272,2.5587057042,1.794,0.555,3.7324,4.019,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.383,3.297,3.691,2.734
0.0152,0.01508,6.6,1.7999999523,2.5589429085,1.799,0.56,3.733,4.017,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.37,3.284,3.676,2.721
0.0152,0.01508,6.6,1.8500000238,2.5615671203,1.849,0.62,3.739,3.994,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.221,3.125,3.504,2.576
0.0152,0.01508,6.6,1.8969905376,2.5638889232,1.896,0.68,3.745,3.968,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.071,2.968,3.334,2.431
0.0152,0.01508,6.6,1.9000000954,2.5640331317,1.899,0.686,3.7455,3.964,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,3.054,2.95,3.316,2.415
0.0152,0.01508,6.6,1.9361406565,2.5657246822,1.935,0.74,3.7505,3.939,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.921,2.811,3.166,2.287
0.0152,0.01508,6.6,1.9500001669,2.5663542767,1.95,0.763,3.7525,3.927,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.864,2.752,3.103,2.233
0.0152,0.01508,6.6,1.9637007713,2.5669666181,1.963,0.785,3.7545,3.916,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.806,2.693,3.039,2.179
0.0152,0.01508,6.6,1.9992767572,2.5685116956,2.0,0.853,3.7604,3.88,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.638,2.52,2.852,2.019
0.0152,0.01508,6.6,2.0,2.5685424513,2.0,0.854,3.7605,3.879,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.635,2.516,2.848,2.016
0.0152,0.01508,6.6,2.0216803551,2.5694526657,2.022,0.899,3.7643,3.854,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.523,2.401,2.725,1.91
0.0152,0.01508,6.6,2.0499374866,2.5706058246,2.049,0.961,3.7697,3.82,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.368,2.243,2.554,1.764
0.0152,0.01508,6.6,2.0499999523,2.5706083333,2.05,0.961,3.7697,3.82,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.368,2.242,2.554,1.764
0.0152,0.01508,6.6,2.0653731823,2.5712204445,2.065,0.995,3.7728,3.801,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.282,2.154,2.459,1.684
0.0152,0.01508,6.6,2.096145153,2.5724147211,2.095,1.064,3.7793,3.765,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.111,1.979,2.27,1.525
0.0152,0.01508,6.6,2.0999999046,2.5725614918,2.099,1.072,3.7802,3.761,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.089,1.958,2.246,1.505
0.0152,0.01508,6.6,2.1139354706,2.573086961,2.113,1.103,3.7833,3.745,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,2.013,1.88,2.162,1.435
0.0152,0.01508,6.6,2.1405365467,2.574068199,2.139,1.161,3.7897,3.718,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.868,1.733,2.001,1.304
0.0152,0.01508,6.6,2.1500000954,2.5744105556,2.149,1.181,3.7923,3.71,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.816,1.681,1.944,1.258
0.0152,0.01508,6.6,2.1673099995,2.5750278776,2.166,1.219,3.7972,3.695,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.722,1.585,1.838,1.175
0.0152,0.01508,6.6,2.1949551105,2.5759906008,2.193,1.28,3.8064,3.676,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.57,1.432,1.666,1.046
0.0152,0.01508,6.6,2.2000000477,2.5761632879,2.199,1.291,3.8083,3.674,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.542,1.404,1.634,1.023
0.0152,0.01508,6.6,2.2111608982,2.5765421035,2.21,1.316,3.8128,3.67,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.479,1.342,1.563,0.972
0.0152,0.01508,6.6,2.2318081856,2.5772314301,2.23,1.363,3.8233,3.669,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.00271,7.399E-4,0.00672,-1.0,0.01527,1.364,1.225,1.428,0.881
0.0152,0.01508,6.6,2.25,2.5778267375,2.249,1.404,3.8352,3.679,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.002709,7.399E-4,0.00672,-1.0,0.01527,1.26,1.123,1.305,0.807
0.0152,0.01508,6.6,2.2511525154,2.5778640798,2.25,1.406,3.836,3.68,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.002709,7.399E-4,0.00672,-1.0,0.01527,1.254,1.116,1.297,0.803
0.0152,0.01508,6.6,2.2642776966,2.5782862627,2.263,1.436,3.8464,3.694,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.002709,7.399E-4,0.00672,-1.0,0.01527,1.179,1.043,1.207,0.756
0.0152,0.01508,6.6,2.2760007381,2.5786586141,2.275,1.463,3.8563,3.709,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-1.0E-30,0.0,0.7092,0.2755,0.002709,7.399E-4,0.00672,-1.0,0.01527,1.112,0.979,1.126,0.717
