Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,7.0,18.0393028259,2.6301898726,17.725,4.965,4.1295,2.191,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.66E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.643,-6.773,-6.831,-6.68
0.0152,0.01508,7.0,18.039773941,2.6301899998,17.725,4.963,4.1121,2.124,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.5E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.637,-6.867,-6.921,-6.779
0.0152,0.01508,7.0,18.0400238037,2.6301900673,17.725,4.961,4.1024,2.087,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.94E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.633,-6.917,-6.968,-6.834
0.0152,0.01508,7.0,18.0402889252,2.6301901389,17.725,4.96,4.0916,2.045,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.66E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.629,-6.972,-7.019,-6.895
0.0152,0.01508,7.0,18.0405731201,2.6301902156,17.725,4.958,4.0796,1.999,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.32E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.624,-7.03,-7.074,-6.962
0.0152,0.01508,7.0,18.0408916473,2.6301903016,17.725,4.955,4.0654,1.945,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-9.11E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.619,-7.085,-7.119,-7.041
0.0152,0.01508,7.0,18.0412502289,2.6301903985,17.725,4.953,4.0484,1.879,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.22E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.612,-7.166,-7.194,-7.132
0.0152,0.01508,7.0,18.0416469574,2.6301905056,17.724,4.949,4.028,1.801,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.57E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.604,-7.26,-7.28,-7.237
0.0152,0.01508,7.0,18.0420951843,2.6301906266,17.724,4.946,4.0031,1.705,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.33E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.594,-7.367,-7.379,-7.359
0.0152,0.01508,7.0,18.0425949097,2.6301907616,17.723,4.941,3.9723,1.587,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.17E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.583,-7.491,-7.492,-7.501
0.0152,0.01508,7.0,18.0431499481,2.6301909114,17.723,4.936,3.9343,1.44,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.88E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.569,-7.612,-7.589,-7.668
0.0152,0.01508,7.0,18.043762207,2.6301910767,17.722,4.928,3.8873,1.259,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.57E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.551,-7.713,-7.656,-7.832
0.0152,0.01508,7.0,18.0443572998,2.6301912373,17.722,4.919,3.8354,1.061,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.22E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.527,-7.725,-7.587,-7.977
0.0152,0.01508,7.0,18.044631958,2.6301913115,17.722,4.912,3.8103,0.968,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.94E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.509,-7.705,-7.511,-8.037
0.0152,0.01508,7.0,18.0447845459,2.6301913526,17.722,4.907,3.7964,0.917,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.81E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.497,-7.687,-7.457,-8.066
0.0152,0.01508,7.0,18.0449562073,2.630191399,17.721,4.9,3.7794,0.856,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.71E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.481,-7.66,-7.383,-8.096
0.0152,0.01508,7.0,18.0451488495,2.630191451,17.722,4.892,3.7598,0.786,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.58E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.459,-7.615,-7.278,-8.117
0.0152,0.01508,7.0,18.0453624725,2.6301915086,17.722,4.882,3.7374,0.706,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.45E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.435,-7.554,-7.151,-8.124
0.0152,0.01508,7.0,18.0456047058,2.630191574,17.721,4.868,3.713,0.623,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.25E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.399,-7.463,-6.994,-8.093
0.0152,0.01508,7.0,18.0458717346,2.6301916461,17.722,4.847,3.6882,0.545,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.02E-6,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.347,-7.339,-6.805,-8.024
0.0152,0.01508,7.0,18.0461711884,2.6301917269,17.722,4.818,3.6632,0.474,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-8.63E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.274,-7.183,-6.582,-7.92
0.0152,0.01508,7.0,18.0464992523,2.6301918154,17.722,4.792,3.6397,0.405,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.94E-7,0.0,0.7092,0.2755,0.002746,7.408E-4,0.006719,-1.0,0.01527,-7.211,-7.009,-6.332,-7.8
0.0152,0.01508,7.0,18.0471878052,2.6301920012,17.722,4.739,3.6082,0.333,1,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.91E-7,0.0,0.7092,0.2755,0.002745,7.408E-4,0.006719,-1.0,0.01527,-7.077,-6.685,-5.884,-7.559
0.0152,0.01508,7.0,18.0475559235,2.6301921005,17.722,4.742,3.5994,0.294,1,0.0,0.544,0.0,0.0,0.0,0.0,0.0,-1,-4.47E-7,0.0,0.7092,0.2755,0.00274,7.415E-4,0.006719,-1.0,0.01527,-7.086,-6.63,-5.785,-7.531
0.0152,0.01508,7.0,18.0479507446,2.6301922071,17.723,4.766,3.5896,0.231,1,0.0,0.521,0.0,0.0,0.0,0.0,0.0,-1,-4.3E-7,0.0,0.7091,0.2755,0.00261,8.595E-4,0.006719,-1.0,0.01531,-7.145,-6.611,-5.708,-7.545
0.0152,0.01508,7.0,18.0482654572,2.630192292,17.723,4.826,3.581,0.137,1,0.0,0.494,0.0,0.0,0.0,0.0,0.0,-1,-4.85E-7,0.0,0.6948,0.2899,0.002344,0.001494,0.006344,-1.0,0.01534,-7.295,-6.683,-5.715,-7.651
0.0152,0.01508,7.0,18.0484867096,2.6301923517,17.723,4.861,3.5756,0.08,1,0.0,0.481,0.0,0.0,0.0,0.0,0.0,-1,-5.91E-7,0.0,0.6885,0.2962,0.002231,0.001763,0.006183,-1.0,0.01531,-7.383,-6.712,-5.693,-7.705
0.0152,0.01508,7.0,18.0489063263,2.6301924649,17.724,4.915,3.5672,-0.007,1,0.0,0.454,0.0,0.0,0.0,0.0,0.0,-1,-7.57E-7,0.0,0.6831,0.3016,0.002065,0.002059,0.006053,-1.0,0.0153,-7.517,-6.746,-5.633,-7.782
0.0152,0.01508,7.0,18.0690555573,2.6301978935,17.721,5.013,3.5563,-0.149,1,0.0,0.408,0.0,0.0,0.0,0.0,0.0,-1,-1.49E-6,0.0,0.6516,0.333,0.001643,0.003162,0.005367,-1.0,0.01537,-7.762,-6.836,-5.551,-7.938
0.0152,0.01508,7.0,18.1000823975,2.6302062257,17.721,4.976,3.5612,-0.093,1,0.0,0.408,0.0,0.0,0.0,0.0,0.0,-1,-1.3E-6,0.0,0.6511,0.3336,0.001638,0.003177,0.005356,-1.0,0.01537,-7.67,-6.819,-5.619,-7.89
0.0152,0.01508,7.0,18.1502285004,2.6302196231,17.73,4.939,3.567,-0.032,1,0.0,0.408,0.0,0.0,0.0,0.0,0.0,-1,-1.07E-6,0.0,0.651,0.3336,0.00164,0.003175,0.005357,-1.0,0.01537,-7.577,-6.804,-5.687,-7.842
0.0152,0.01508,7.0,18.279466629,2.6302537619,17.762,4.93,3.5747,0.009,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.03E-6,0.0,0.6509,0.3338,0.001644,0.003169,0.005358,-1.0,0.01536,-7.555,-6.873,-5.841,-7.872
0.0152,0.01508,7.0,18.3313980103,2.630267324,17.772,4.981,3.5822,-0.012,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.3E-6,0.0,0.6508,0.3338,0.001645,0.003167,0.005358,-1.0,0.01536,-7.682,-7.078,-6.107,-8.046
0.0152,0.01508,7.0,18.3397464752,2.630269496,17.771,5.046,3.6516,0.2,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-2.12E-6,0.0,0.6508,0.3338,0.001645,0.003166,0.005358,-1.0,0.01536,-7.845,-7.701,-7.049,-8.474
0.0152,0.01508,7.0,18.3438034058,2.6302705507,17.766,5.054,3.7817,0.712,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.09E-6,0.0,0.6508,0.3338,0.001645,0.003166,0.005358,-1.0,0.01536,-7.866,-8.05,-7.781,-8.476
0.0152,0.01508,7.0,18.3459091187,2.6302710979,17.762,5.06,3.8164,0.846,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.49E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.879,-8.078,-7.901,-8.387
0.0152,0.01508,7.0,18.3468551636,2.6302713437,17.761,5.064,3.8304,0.897,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.73E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.891,-8.092,-7.946,-8.356
0.0152,0.01508,7.0,18.3473033905,2.6302714601,17.76,5.066,3.8381,0.925,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.81E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.896,-8.096,-7.965,-8.337
0.0152,0.01508,7.0,18.3477268219,2.6302715701,17.758,5.068,3.8478,0.962,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.95E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.901,-8.099,-7.986,-8.312
0.0152,0.01508,7.0,18.3479042053,2.6302716162,17.758,5.069,3.8527,0.981,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.62E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.903,-8.099,-7.995,-8.297
0.0152,0.01508,7.0,18.3481006622,2.6302716672,17.758,5.07,3.859,1.006,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-3.04E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.904,-8.098,-8.004,-8.279
0.0152,0.01508,7.0,18.3483219147,2.6302717247,17.758,5.07,3.8677,1.04,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-2.5E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.905,-8.091,-8.01,-8.251
0.0152,0.01508,7.0,18.3485679626,2.6302717886,17.758,5.069,3.88,1.09,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-2.01E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.902,-8.075,-8.01,-8.208
0.0152,0.01508,7.0,18.3488426208,2.63027186,17.758,5.067,3.8936,1.146,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.58E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.899,-8.049,-7.997,-8.159
0.0152,0.01508,7.0,18.3491516113,2.6302719402,17.758,5.067,3.9066,1.199,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.32E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.896,-8.015,-7.97,-8.112
0.0152,0.01508,7.0,18.3494949341,2.6302720294,17.758,5.066,3.9188,1.249,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.36E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.895,-7.981,-7.945,-8.062
0.0152,0.01508,7.0,18.3498802185,2.6302721294,17.758,5.065,3.9311,1.299,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.4E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.893,-7.948,-7.924,-8.006
0.0152,0.01508,7.0,18.3503093719,2.6302722409,17.757,5.064,3.9436,1.349,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.44E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.891,-7.898,-7.878,-7.949
0.0152,0.01508,7.0,18.3507919312,2.6302723662,17.757,5.064,3.9558,1.399,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.48E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.889,-7.851,-7.838,-7.89
0.0152,0.01508,7.0,18.3513278961,2.6302725054,17.757,5.062,3.9681,1.449,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.52E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.886,-7.81,-7.808,-7.825
0.0152,0.01508,7.0,18.3519306183,2.6302726619,17.756,5.061,3.9808,1.501,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.56E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.883,-7.755,-7.759,-7.76
0.0152,0.01508,7.0,18.3526039124,2.6302728367,17.756,5.06,3.9925,1.55,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.6E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.88,-7.7,-7.708,-7.698
0.0152,0.01508,7.0,18.3533573151,2.6302730323,17.755,5.058,4.0037,1.596,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.64E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.876,-7.646,-7.658,-7.637
0.0152,0.01508,7.0,18.3541965485,2.6302732501,17.754,5.056,4.0144,1.641,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.68E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.871,-7.592,-7.607,-7.577
0.0152,0.01508,7.0,18.355134964,2.6302734937,17.753,5.054,4.0245,1.683,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.7E-6,0.0,0.6508,0.3338,0.001646,0.003166,0.005358,-1.0,0.01536,-7.866,-7.539,-7.558,-7.518
0.0152,0.01508,7.0,18.3561859131,2.6302737664,17.751,5.052,4.033,1.719,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.72E-6,0.0,0.6508,0.3339,0.001646,0.003166,0.005358,-1.0,0.01536,-7.861,-7.492,-7.514,-7.467
0.0152,0.01508,7.0,18.3573608398,2.6302740713,17.75,5.051,4.0396,1.747,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.75E-6,0.0,0.6508,0.3339,0.001646,0.003166,0.005358,-1.0,0.01536,-7.857,-7.456,-7.48,-7.427
0.0152,0.01508,7.0,18.3586750031,2.6302744122,17.748,5.049,4.0451,1.771,1,0.0,0.409,0.0,0.0,0.0,0.0,0.0,-1,-1.76E-6,0.0,0.6508,0.3339,0.001646,0.003166,0.005358,-1.0,0.01536,-7.853,-7.423,-7.45,-7.391
0.0152,0.01508,7.0,18.3601417542,2.6302747927,17.749,5.048,4.0496,1.79,1,0.0,0.41,0.0,0.0,0.0,0.0,0.0,-1,-7.26E-7,0.0,0.6508,0.3339,0.001646,0.003165,0.005358,-1.0,0.01536,-7.849,-7.397,-7.425,-7.363
0.0152,0.01508,7.0,18.3617839813,2.6302752186,17.749,5.046,4.053,1.805,1,0.0,0.41,0.0,0.0,0.0,0.0,0.0,-1,-7.27E-7,0.0,0.6508,0.3339,0.001646,0.003165,0.005358,-1.0,0.01536,-7.846,-7.376,-7.405,-7.34
0.0152,0.01508,7.0,18.3656692505,2.6302762258,17.751,5.044,4.0573,1.824,1,0.0,0.41,0.0,0.0,0.0,0.0,0.0,-1,-7.36E-7,0.0,0.6508,0.3339,0.001646,0.003165,0.005358,-1.0,0.01536,-7.841,-7.35,-7.38,-7.31
0.0152,0.01508,7.0,18.4572124481,2.6302998174,17.785,5.043,4.0309,1.721,1,0.0,0.41,0.0,0.0,0.0,0.0,0.0,-1,-7.7E-7,0.0,0.6507,0.334,0.001649,0.003161,0.005359,-1.0,0.01536,-7.838,-7.48,-7.501,-7.456
0.0152,0.01508,7.0,18.6711845398,2.630353924,17.85,5.045,3.9578,1.428,1,0.0,0.412,0.0,0.0,0.0,0.0,0.0,-1,-8.61E-7,0.0,0.6504,0.3342,0.001655,0.003152,0.005361,-1.0,0.01536,-7.843,-7.798,-7.787,-7.834
0.0152,0.01508,7.0,18.6801643372,2.6303561635,17.853,5.045,3.9548,1.415,1,0.0,0.412,0.0,0.0,0.0,0.0,0.0,-1,-8.65E-7,0.0,0.6504,0.3342,0.001655,0.003151,0.005361,-1.0,0.01536,-7.843,-7.809,-7.795,-7.849
0.0152,0.01508,7.0,18.761133194,2.6303762458,17.869,5.047,3.9247,1.294,2,0.0,0.412,0.0,0.0,0.0,0.0,0.0,-1,-9.08E-7,0.0,0.6503,0.3343,0.001658,0.003148,0.005361,-1.0,0.01535,-7.848,-7.92,-7.891,-7.989
0.0152,0.01508,7.0,18.8130512238,2.6303890182,17.877,5.048,3.904,1.21,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-9.24E-7,0.0,0.6503,0.3344,0.001659,0.003145,0.005362,-1.0,0.01535,-7.851,-7.978,-7.932,-8.075
0.0152,0.01508,7.0,18.8549594879,2.6303992691,17.883,5.05,3.8866,1.139,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-9.4E-7,0.0,0.6502,0.3344,0.00166,0.003143,0.005362,-1.0,0.01535,-7.854,-8.017,-7.959,-8.138
0.0152,0.01508,7.0,18.8782863617,2.6304049522,17.873,5.05,3.8758,1.096,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.73E-6,0.0,0.6502,0.3344,0.001661,0.003142,0.005362,-1.0,0.01535,-7.854,-8.031,-7.961,-8.173
0.0152,0.01508,7.0,18.8924655914,2.6304083988,17.858,5.05,3.868,1.064,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.71E-6,0.0,0.6502,0.3344,0.001661,0.003142,0.005362,-1.0,0.01535,-7.854,-8.04,-7.959,-8.199
0.0152,0.01508,7.0,18.9055118561,2.6304115648,17.845,5.049,3.8606,1.034,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.7E-6,0.0,0.6502,0.3345,0.001662,0.003141,0.005363,-1.0,0.01535,-7.854,-8.046,-7.955,-8.223
0.0152,0.01508,7.0,18.9155521393,2.6304139979,17.837,5.05,3.8549,1.011,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.7E-6,0.0,0.6502,0.3345,0.001662,0.003141,0.005363,-1.0,0.01535,-7.854,-8.049,-7.948,-8.242
0.0152,0.01508,7.0,18.918390274,2.6304146851,17.834,5.05,3.8532,1.004,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.69E-6,0.0,0.6502,0.3345,0.001662,0.003141,0.005363,-1.0,0.01535,-7.854,-8.05,-7.946,-8.247
0.0152,0.01508,7.0,18.9330539703,2.6304182321,17.821,5.05,3.8446,0.969,2,0.0,0.413,0.0,0.0,0.0,0.0,0.0,-1,-1.67E-6,0.0,0.6502,0.3345,0.001663,0.00314,0.005363,-1.0,0.01535,-7.855,-8.053,-7.934,-8.276
0.0152,0.01508,7.0,18.9446964264,2.6304210437,17.811,5.05,3.8377,0.941,3,0.0,0.413,47.76,32.5,22.84,16.17,13.45,3,-1.66E-6,0.0,0.6501,0.3345,0.001663,0.003139,0.005363,-1.0,0.01535,-7.856,-8.056,-7.924,-8.298
0.0152,0.01508,7.0,18.9538478851,2.630423251,17.804,5.051,3.8322,0.919,3,0.0,0.413,50.48,33.84,23.74,16.82,13.99,3,-1.65E-6,0.0,0.6501,0.3345,0.001663,0.003139,0.005363,-1.0,0.01535,-7.856,-8.057,-7.914,-8.316
0.0152,0.01508,7.0,18.9650878906,2.6304259587,17.796,5.051,3.8253,0.891,3,0.0,0.414,54.09,35.59,24.92,17.66,14.69,3,-1.64E-6,0.0,0.6501,0.3345,0.001664,0.003139,0.005363,-1.0,0.01535,-7.857,-8.058,-7.9,-8.338
0.0152,0.01508,7.0,18.9739227295,2.6304280843,17.79,5.051,3.8197,0.868,2,0.0,0.414,0.0,0.0,0.0,0.0,0.0,-1,-1.63E-6,0.0,0.6501,0.3345,0.001664,0.003138,0.005363,-1.0,0.01535,-7.858,-8.058,-7.888,-8.356
0.0152,0.01508,7.0,18.9826126099,2.6304301729,17.784,5.051,3.814,0.845,3,0.0,0.414,60.62,38.68,26.98,19.15,15.93,3,-1.62E-6,0.0,0.6501,0.3345,0.001664,0.003138,0.005363,-1.0,0.01535,-7.858,-8.057,-7.874,-8.373
0.0152,0.01508,7.0,18.9911575317,2.6304322245,17.779,5.052,3.8083,0.821,3,0.0,0.414,64.2,40.34,28.08,19.94,16.59,3,-1.62E-6,0.0,0.6501,0.3346,0.001664,0.003137,0.005363,-1.0,0.01535,-7.859,-8.057,-7.86,-8.393
0.0152,0.01508,7.0,18.9995574951,2.6304342393,17.774,5.052,3.8025,0.798,3,0.0,0.414,68.02,42.08,29.23,20.77,17.29,3,-1.6E-6,0.0,0.6501,0.3346,0.001665,0.003137,0.005363,-1.0,0.01535,-7.86,-8.056,-7.843,-8.411
0.0152,0.01508,7.0,19.0057601929,2.6304357257,17.771,5.052,3.7982,0.78,3,0.0,0.414,71.06,43.44,30.14,21.43,17.83,3,-1.6E-6,0.0,0.6501,0.3346,0.001665,0.003137,0.005363,-1.0,0.01535,-7.86,-8.054,-7.83,-8.424
0.0152,0.01508,7.0,19.0118789673,2.6304371909,17.768,5.052,3.7937,0.762,3,0.0,0.414,74.33,44.89,31.1,22.12,18.41,3,-1.59E-6,0.0,0.6501,0.3346,0.001665,0.003136,0.005363,-1.0,0.01535,-7.86,-8.052,-7.816,-8.437
0.0152,0.01508,7.0,19.017911911,2.6304386345,17.764,5.052,3.7892,0.744,3,0.0,0.414,77.76,46.4,32.09,22.84,19.01,3,-1.59E-6,0.0,0.6501,0.3346,0.001665,0.003136,0.005363,-1.0,0.01535,-7.861,-8.05,-7.802,-8.45
0.0152,0.01508,7.0,19.0238609314,2.6304400569,17.761,5.052,3.7846,0.726,3,0.0,0.414,81.36,47.96,33.12,23.58,19.63,3,-1.57E-6,0.0,0.6501,0.3346,0.001665,0.003136,0.005363,-1.0,0.01535,-7.861,-8.047,-7.786,-8.463
0.0152,0.01508,7.0,19.0297203064,2.630441457,17.759,5.053,3.7801,0.707,3,0.0,0.414,85.14,49.57,34.19,24.36,20.28,3,-1.57E-6,0.0,0.6501,0.3346,0.001665,0.003136,0.005364,-1.0,0.01535,-7.862,-8.045,-7.771,-8.476
0.0152,0.01508,7.0,19.0354938507,2.6304428356,17.754,5.053,3.7753,0.688,3,0.0,0.414,89.27,51.32,35.33,25.19,20.97,3,-1.84E-6,0.0,0.6501,0.3346,0.001666,0.003135,0.005364,-1.0,0.01535,-7.862,-8.039,-7.75,-8.488
0.0152,0.01508,7.0,19.0411777496,2.6304441918,17.748,5.053,3.7704,0.668,3,0.0,0.414,93.74,53.19,36.56,26.07,21.71,3,-2.39E-6,0.0,0.65,0.3346,0.001666,0.003135,0.005364,-1.0,0.01535,-7.862,-8.033,-7.728,-8.501
0.0152,0.01508,7.0,19.0467739105,2.6304455261,17.742,5.053,3.7654,0.648,3,0.0,0.414,98.54,55.16,37.86,27.01,22.5,3,-3.05E-6,0.0,0.65,0.3346,0.001666,0.003135,0.005364,-1.0,0.01535,-7.861,-8.027,-7.707,-8.511
0.0152,0.01508,7.0,19.0488357544,2.6304460175,17.739,5.053,3.7633,0.639,3,0.0,0.414,100.66,56.03,38.42,27.42,22.84,3,-3.05E-6,0.0,0.65,0.3346,0.001666,0.003135,0.005364,-1.0,0.01535,-7.862,-8.025,-7.699,-8.515
0.0152,0.01508,7.0,19.0598144531,2.6304486321,17.724,5.053,3.751,0.59,3,0.0,0.414,113.79,61.28,41.86,29.92,24.92,3,-2.98E-6,0.0,0.65,0.3346,0.001666,0.003134,0.005364,-1.0,0.01535,-7.863,-8.008,-7.647,-8.536
0.0152,0.01508,7.0,19.0719470978,2.6304515174,17.708,5.053,3.7342,0.522,3,0.0,0.414,134.55,69.27,47.05,33.69,28.07,3,-2.89E-6,0.0,0.65,0.3346,0.001667,0.003134,0.005364,-1.0,0.01535,-7.863,-7.978,-7.568,-8.554
0.0152,0.01508,7.0,19.0814666748,2.6304537784,17.697,5.052,3.7154,0.447,3,0.0,0.414,161.65,79.21,53.48,38.37,31.98,3,-2.72E-6,0.0,0.65,0.3347,0.001667,0.003133,0.005364,-1.0,0.01535,-7.86,-7.933,-7.469,-8.558
0.0152,0.01508,7.0,19.090921402,2.6304560213,17.687,5.044,3.6917,0.36,3,0.0,0.414,200.51,92.72,62.15,44.7,37.27,3,-2.47E-6,0.0,0.65,0.3347,0.001667,0.003133,0.005364,-1.0,0.01535,-7.84,-7.844,-7.313,-8.527
0.0152,0.01508,7.0,19.09998703,2.6304581696,17.68,5.033,3.6807,0.328,3,0.0,0.414,217.39,98.36,65.76,47.34,39.47,3,-2.24E-6,0.0,0.65,0.3347,0.001667,0.003133,0.005364,-1.0,0.01535,-7.812,-7.782,-7.222,-8.487
0.0152,0.01508,7.0,19.1066741943,2.6304597527,17.675,5.041,3.6755,0.298,3,0.0,0.413,233.88,103.77,69.21,49.86,41.58,3,-2.31E-6,0.0,0.65,0.3347,0.001663,0.003135,0.005364,-1.0,0.01535,-7.834,-7.787,-7.211,-8.503
